Department,Department Description,Category,Fund,Expenditure
302,"Water Works, Commercial Services",Contractual Services,101 - WATER WORKS,"$13,110.49"
302,"Water Works, Commercial Services",Contractual Services,101 - WATER WORKS,"$45,675.46"
302,"Water Works, Commercial Services",Contractual Services,101 - WATER WORKS,"$22,721.84"
303,"Water Works, Water Supply",Fringe Benefits,101 - WATER WORKS,"$26,337.77"
303,"Water Works, Water Supply",Fringe Benefits,101 - WATER WORKS,"$27,986.25"
303,"Water Works, Water Supply",Fringe Benefits,101 - WATER WORKS,"$887,925.10"
303,"Water Works, Water Supply",Fixed Costs,101 - WATER WORKS,"$4,541.37"
303,"Water Works, Water Supply",Materials and Supplies,101 - WATER WORKS,"$3,367.99"
303,"Water Works, Water Supply",Materials and Supplies,101 - WATER WORKS,"$8,160.73"
303,"Water Works, Water Supply",Materials and Supplies,101 - WATER WORKS,"-$6,215.99"
303,"Water Works, Water Supply",Materials and Supplies,101 - WATER WORKS,"$2,560.30"
303,"Water Works, Water Supply",Materials and Supplies,101 - WATER WORKS,"$8,716.00"
303,"Water Works, Water Supply",Contractual Services,101 - WATER WORKS,"$5,272.46"
303,"Water Works, Water Supply",Contractual Services,101 - WATER WORKS,"$21,450.61"
303,"Water Works, Water Supply",Contractual Services,101 - WATER WORKS,"$5,698.20"
303,"Water Works, Water Supply",Contractual Services,101 - WATER WORKS,"$72,842.21"
303,"Water Works, Water Supply",Payroll,101 - WATER WORKS,"-$26,188.33"
303,"Water Works, Water Supply",Payroll,101 - WATER WORKS,"$16,696.76"
303,"Water Works, Water Supply",Payroll,101 - WATER WORKS,"$94,256.85"
303,"Water Works, Water Supply",Payroll,101 - WATER WORKS,"$2,679,344.95"
304,"Water Works, Distribution",Fringe Benefits,101 - WATER WORKS,"$480,029.15"
304,"Water Works, Distribution",Materials and Supplies,101 - WATER WORKS,"$4,996.14"
304,"Water Works, Distribution",Materials and Supplies,101 - WATER WORKS,"$16,442.22"
304,"Water Works, Distribution",Materials and Supplies,101 - WATER WORKS,"$55,263.83"
304,"Water Works, Distribution",Materials and Supplies,101 - WATER WORKS,"$3,040.07"
304,"Water Works, Distribution",Materials and Supplies,101 - WATER WORKS,"$2,553.36"
304,"Water Works, Distribution",Payroll,101 - WATER WORKS,"$8,725.30"
305,"Water Works, Water Quality and Treatment",Fringe Benefits,101 - WATER WORKS,"$13,287.12"
305,"Water Works, Water Quality and Treatment",Fringe Benefits,101 - WATER WORKS,"$4,781.25"
305,"Water Works, Water Quality and Treatment",Fringe Benefits,101 - WATER WORKS,"$4,988.88"
305,"Water Works, Water Quality and Treatment",Materials and Supplies,101 - WATER WORKS,"$4,088.00"
305,"Water Works, Water Quality and Treatment",Materials and Supplies,101 - WATER WORKS,"$18,327.44"
305,"Water Works, Water Quality and Treatment",Materials and Supplies,101 - WATER WORKS,"$3,929.64"
305,"Water Works, Water Quality and Treatment",Payroll,101 - WATER WORKS,"$14,401.08"
305,"Water Works, Water Quality and Treatment",Payroll,101 - WATER WORKS,"$6,759.71"
306,"Water Works, Engineering",Fringe Benefits,101 - WATER WORKS,"$19,412.92"
306,"Water Works, Engineering",Fixed Costs,101 - WATER WORKS,"$281,566.84"
306,"Water Works, Engineering",Contractual Services,101 - WATER WORKS,"$10,604.34"
306,"Water Works, Engineering",Payroll,101 - WATER WORKS,"$4,734.57"
307,"Water Works, IT",Fringe Benefits,101 - WATER WORKS,"$6,277.32"
307,"Water Works, IT",Fringe Benefits,101 - WATER WORKS,"$80,802.53"
307,"Water Works, IT",Materials and Supplies,101 - WATER WORKS,"$3,647.83"
309,"Water Works, Debt Service",Debt Service,101 - WATER WORKS,"$386,494.69"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$2,005.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$6,455.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$37,843.72"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$132,082.87"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$65,311.31"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$55,515.43"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$59,515.36"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$7,914.93"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$879,443.35"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$122,950.33"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$54,949.73"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$139,878.73"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$73,696.76"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$33,960.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$2,241,405.50"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$47,650.45"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$289,570.90"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$10,470.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$4,283.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$9,618.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$619,190.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$640,767.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$11,459.75"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$136,606.34"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$49,907.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$88,464.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$73,443.00"
400,Department of Sewers,Capital,704 - METROPOLITAN SEWER DISTRICT CAPITAL IMPROVEMENTS,"$8,918.00"
410,"Sewers, Director/Stormwater",Fringe Benefits,107 - STORMWATER MANAGEMENT,"$5,888.57"
410,"Sewers, Director/Stormwater",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$15,849.00"
410,"Sewers, Director/Stormwater",Fixed Costs,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,000.00"
410,"Sewers, Director/Stormwater",Fixed Costs,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$5,000.00"
410,"Sewers, Director/Stormwater",Fixed Costs,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$13,055.99"
410,"Sewers, Director/Stormwater",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$450,285.89"
410,"Sewers, Director/Stormwater",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$4,985.00"
410,"Sewers, Director/Stormwater",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$139,107.23"
410,"Sewers, Director/Stormwater",Contractual Services,107 - STORMWATER MANAGEMENT,"$230,729.03"
410,"Sewers, Director/Stormwater",Contractual Services,107 - STORMWATER MANAGEMENT,"$2,276.55"
410,"Sewers, Director/Stormwater",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$6,506.00"
410,"Sewers, Director/Stormwater",Payroll,107 - STORMWATER MANAGEMENT,"$26,393.10"
410,"Sewers, Director/Stormwater",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$223,917.70"
420,"Sewers, Wastewater Engineering",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$11,414.27"
420,"Sewers, Wastewater Engineering",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$18,756.92"
420,"Sewers, Wastewater Engineering",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,805.00"
420,"Sewers, Wastewater Engineering",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$298,560.54"
420,"Sewers, Wastewater Engineering",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$14,086.07"
420,"Sewers, Wastewater Engineering",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"-$2,395.07"
421,"Sewers, Project Delivery",Fixed Costs,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$38,938.39"
421,"Sewers, Project Delivery",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,408.32"
421,"Sewers, Project Delivery",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$4,150.39"
430,"Sewers, Wastewater Administration",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$7,220.49"
430,"Sewers, Wastewater Administration",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$26,117.32"
431,"Sewers, Wastewater Administration",Fixed Costs,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$4,076.00"
431,"Sewers, Wastewater Administration",Fixed Costs,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$162,916.45"
431,"Sewers, Wastewater Administration",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$32,747.68"
431,"Sewers, Wastewater Administration",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$42,000.00"
431,"Sewers, Wastewater Administration",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$32,500.00"
431,"Sewers, Wastewater Administration",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$54,780.14"
431,"Sewers, Wastewater Administration",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$702,920.95"
441,"Sewers, Superintendent",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$50,606.44"
441,"Sewers, Superintendent",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$4,746.76"
442,"Sewers, Millcreek",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$6,733.69"
442,"Sewers, Millcreek",Fixed Costs,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$5,839.93"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"-$5,573.84"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$19,075.35"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,392.42"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,262.70"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$25,865.07"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$34,932.99"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$4,774.08"
442,"Sewers, Millcreek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$158,293.18"
442,"Sewers, Millcreek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,244.59"
442,"Sewers, Millcreek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$12,555.99"
442,"Sewers, Millcreek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,325.73"
442,"Sewers, Millcreek",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$17,575.06"
443,"Sewers, Little Miami",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,719.92"
443,"Sewers, Little Miami",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$11,325.29"
443,"Sewers, Little Miami",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,616.25"
443,"Sewers, Little Miami",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,035.21"
443,"Sewers, Little Miami",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,698.00"
443,"Sewers, Little Miami",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,895.29"
443,"Sewers, Little Miami",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,560.00"
443,"Sewers, Little Miami",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$9,691.55"
443,"Sewers, Little Miami",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,645.23"
443,"Sewers, Little Miami",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$8,342.15"
443,"Sewers, Little Miami",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,205.20"
443,"Sewers, Little Miami",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,080.92"
443,"Sewers, Little Miami",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$30,612.73"
444,"Sewers, Muddy Creek",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,092.44"
444,"Sewers, Muddy Creek",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$159,840.00"
444,"Sewers, Muddy Creek",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,949.93"
444,"Sewers, Muddy Creek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$4,507.68"
444,"Sewers, Muddy Creek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,172.81"
444,"Sewers, Muddy Creek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$35,715.38"
444,"Sewers, Muddy Creek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$14,394.59"
444,"Sewers, Muddy Creek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,340.00"
444,"Sewers, Muddy Creek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$4,747.00"
444,"Sewers, Muddy Creek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$5,800.00"
445,"Sewers, Sycamore",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$26,482.33"
445,"Sewers, Sycamore",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,235.00"
445,"Sewers, Sycamore",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$46,246.56"
445,"Sewers, Sycamore",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$5,998.96"
445,"Sewers, Sycamore",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$7,752.59"
446,"Sewers, Taylor Creek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$125,312.26"
446,"Sewers, Taylor Creek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$4,697.84"
447,"Sewers, Polk Run",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$5,569.44"
447,"Sewers, Polk Run",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,123.10"
447,"Sewers, Polk Run",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,027.00"
447,"Sewers, Polk Run",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$8,000.00"
447,"Sewers, Polk Run",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$4,737.77"
449,"Sewers, Maintenance",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$32,948.08"
449,"Sewers, Maintenance",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$10,896.55"
449,"Sewers, Maintenance",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$18,476.00"
449,"Sewers, Maintenance",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$473,079.04"
449,"Sewers, Maintenance",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$11,504.00"
449,"Sewers, Maintenance",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$8,826.81"
449,"Sewers, Maintenance",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$34,619.90"
449,"Sewers, Maintenance",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$6,523.40"
449,"Sewers, Maintenance",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$5,108.09"
449,"Sewers, Maintenance",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$8,525.00"
449,"Sewers, Maintenance",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,600.00"
449,"Sewers, Maintenance",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$68,671.93"
449,"Sewers, Maintenance",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,281.40"
450,"Sewers, Wastewater Collection",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$50,288.75"
450,"Sewers, Wastewater Collection",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$23,607.01"
450,"Sewers, Wastewater Collection",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$571,748.75"
450,"Sewers, Wastewater Collection",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$14,040.00"
450,"Sewers, Wastewater Collection",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$15,070.23"
450,"Sewers, Wastewater Collection",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$167,161.55"
450,"Sewers, Wastewater Collection",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$15,477.92"
450,"Sewers, Wastewater Collection",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,118.30"
450,"Sewers, Wastewater Collection",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$13,364.37"
450,"Sewers, Wastewater Collection",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$5,570.67"
450,"Sewers, Wastewater Collection",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$33,644.14"
460,"Sewers, Industrial Waste",Fixed Costs,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,550.00"
460,"Sewers, Industrial Waste",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$5,694.16"
460,"Sewers, Industrial Waste",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$30,450.75"
460,"Sewers, Industrial Waste",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$6,718.25"
460,"Sewers, Industrial Waste",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$4,514.00"
460,"Sewers, Industrial Waste",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$8,289.54"
460,"Sewers, Industrial Waste",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$18,893.15"
460,"Sewers, Industrial Waste",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$10,793.28"
470,"Sewers, Planning",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$282,688.49"
470,"Sewers, Planning",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$80,276.22"
490,"Sewers, Debt Service",Debt Service,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$262,456.25"
490,"Sewers, Debt Service",Debt Service,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$16,277,991.66"
490,"Sewers, Debt Service",Debt Service,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$5,198,117.67"
919,Public Employees Assistance Program,Fringe Benefits,302 - INCOME TAX - INFRASTRUCTURE,"$4,582.05"
921,Workers' Compensation Insuranced,Fringe Benefits,102 - PARKING SYSTEM FACILITIES,"$11,752.93"
923,State Unemployment Comp,Fringe Benefits,302 - INCOME TAX - INFRASTRUCTURE,"$4,939.97"
944,General Fund Overhead,Contractual Services,102 - PARKING SYSTEM FACILITIES,"$58,217.98"
944,General Fund Overhead,Contractual Services,104 - LUNKEN AIRPORT,"$22,830.19"
944,General Fund Overhead,Contractual Services,107 - STORMWATER MANAGEMENT,"$73,208.31"
944,General Fund Overhead,Contractual Services,395 - HEALTH SERVICES,"$53,000.00"
957,Mayor's Office Obligations,Contractual Services,050 - GENERAL FUND,"$15,000.00"
121,Department of Human Resources,Fringe Benefits,302 - INCOME TAX - INFRASTRUCTURE,"$15,191.04"
121,Department of Human Resources,Fringe Benefits,302 - INCOME TAX - INFRASTRUCTURE,"$19,578.48"
121,Department of Human Resources,Payroll,050 - GENERAL FUND,"-$5,001.48"
121,Department of Human Resources,Payroll,050 - GENERAL FUND,"$9,569.31"
181,Citizens' Complaint Authority,Fringe Benefits,050 - GENERAL FUND,"$4,795.98"
181,Citizens' Complaint Authority,Payroll,050 - GENERAL FUND,"$4,478.29"
31,Office of The Mayor,Fringe Benefits,050 - GENERAL FUND,"$3,233.35"
31,Office of The Mayor,Payroll,050 - GENERAL FUND,"$3,387.52"
41,Office of The Clerk of Council,Fringe Benefits,050 - GENERAL FUND,"$2,302.44"
41,Office of The Clerk of Council,Contractual Services,050 - GENERAL FUND,"$7,459.20"
41,Office of The Clerk of Council,Contractual Services,050 - GENERAL FUND,"$3,681.98"
271,Department of Fire,Capital,454 - METROLPOLITAIN MEDICAL RESPONSE,"$3,035.25"
271,Department of Fire,Fixed Costs,050 - GENERAL FUND,"$2,856.00"
271,Department of Fire,Fixed Costs,050 - GENERAL FUND,"$3,134.77"
271,Department of Fire,Materials and Supplies,050 - GENERAL FUND,"-$3,116.20"
271,Department of Fire,Materials and Supplies,050 - GENERAL FUND,"$4,715.22"
271,Department of Fire,Materials and Supplies,050 - GENERAL FUND,"$5,036.64"
271,Department of Fire,Materials and Supplies,050 - GENERAL FUND,"$128,488.03"
271,Department of Fire,Materials and Supplies,050 - GENERAL FUND,"$4,868.99"
271,Department of Fire,Materials and Supplies,050 - GENERAL FUND,"$4,917.15"
271,Department of Fire,Contractual Services,050 - GENERAL FUND,"$28,316.08"
271,Department of Fire,Contractual Services,050 - GENERAL FUND,"$5,001.48"
271,Department of Fire,Contractual Services,050 - GENERAL FUND,"$3,551.70"
271,Department of Fire,Payroll,050 - GENERAL FUND,"$1,259,586.07"
223,Police Emergency Communications,Capital,050 - GENERAL FUND,"$4,677.48"
223,Police Emergency Communications,Fringe Benefits,050 - GENERAL FUND,"$671,439.38"
223,Police Emergency Communications,Fixed Costs,364 - 911 CELL PHONE FEES,"$170,793.96"
223,Police Emergency Communications,Payroll,364 - 911 CELL PHONE FEES,"$47,964.28"
952,Enterprise Software and Licenses,Contractual Services,050 - GENERAL FUND,"$55,122.45"
24,Councilmember C. Smitherman,Payroll,050 - GENERAL FUND,"$39,641.40"
91,Enterprise Technology Solutions,Capital,980 - CAPITAL PROJECTS,"$37,331.15"
91,Enterprise Technology Solutions,Fringe Benefits,457 - CLEAR FUND,"$6,749.61"
91,Enterprise Technology Solutions,Fringe Benefits,050 - GENERAL FUND,"$345,918.41"
91,Enterprise Technology Solutions,Fixed Costs,050 - GENERAL FUND,"$3,034.83"
91,Enterprise Technology Solutions,Fixed Costs,457 - CLEAR FUND,"$17,986.30"
91,Enterprise Technology Solutions,Materials and Supplies,702 - ENTERPRISE TECHNOLOGY SOLUTIONS,"$42,674.00"
91,Enterprise Technology Solutions,Contractual Services,457 - CLEAR FUND,"$2,265.64"
91,Enterprise Technology Solutions,Contractual Services,702 - ENTERPRISE TECHNOLOGY SOLUTIONS,"$6,810.00"
91,Enterprise Technology Solutions,Payroll,050 - GENERAL FUND,"-$144,383.53"
91,Enterprise Technology Solutions,Payroll,449 - CINCINNATI AREA GEOGRAPHIC INFORMATION SYSTEM (CAGIS),"$13,843.44"
91,Enterprise Technology Solutions,Payroll,457 - CLEAR FUND,"$41,799.86"
91,Enterprise Technology Solutions,Payroll,449 - CINCINNATI AREA GEOGRAPHIC INFORMATION SYSTEM (CAGIS),"$11,994.92"
91,Enterprise Technology Solutions,Payroll,702 - ENTERPRISE TECHNOLOGY SOLUTIONS,"$7,847.66"
91,Enterprise Technology Solutions,Payroll,449 - CINCINNATI AREA GEOGRAPHIC INFORMATION SYSTEM (CAGIS),"$488,973.75"
981,Motorized and Construction Equipment,Capital,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$85,702.00"
981,Motorized and Construction Equipment,Capital,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,425.00"
981,Motorized and Construction Equipment,Capital,980 - CAPITAL PROJECTS,"$35,029.46"
